elevation.scale,l_Cover_2m_max.scale,l_Cover_2m_4m.scale,l_Cover_4m_16m.scale,l_p25.scale,l_p95.scale,l_rumple.scale
0.0240497310645069,0.609634375044384,-0.746233865072824,-0.615436991640334,0.42950106770342,1.23685505554943,0.687575860587917
0.355714232564419,0.574799894851855,-0.662026853288325,-0.878779686262234,1.60561557138358,1.1986050760655,0.205304114691935
-0.250455473579322,0.509759835519657,-0.717781645518982,-0.605089699448489,0.406928894663828,-0.121988371867502,-0.432683383974976
-0.00341039163310832,0.594541018350834,-0.710145250776812,0.0248944558634987,-0.178372266052687,-0.937318746958459,-1.14029820363009
0.252396472173162,0.603601484684573,-0.743438991644621,-0.0216989395234723,-0.144776529504381,-0.505034062291181,-0.690183739224196
-1.32680053045463,0.30477588744451,-0.607905560134753,-0.958165298767001,1.00482875695553,0.0712646867353179,-0.113632913290275
-1.25683701950053,0.534272107845949,-0.695368289586955,-0.907837084844002,1.42162618890835,0.25875005856005,-0.252203919318439
-0.362438398063518,0.614295347876624,-0.741889491857031,-0.575967203176353,0.337112792195574,-0.092177887163587,-0.866471996193144
-1.34842739388745,0.23950151546528,2.3289347871487,2.33487680271856,-1.35212446312591,-1.48313900137903,-1.12674978211062
-1.18165733152006,-1.47370615450734,-0.410161695164804,-0.770312046021016,0.356797812852447,-0.0656761272443078,0.75017771544998
-1.38333062942649,0.183362695515047,0.0331674216024808,-0.879672778313453,1.02267631678124,0.209055495112232,0.32341116394849
-1.57021476478304,0.563452144675404,-0.466748275819361,-0.71943991409644,0.396955222953043,-0.217370481578557,-0.572631239613697
-1.79886421187094,0.472911624896814,0.178359327290389,-0.993355310460589,-1.19254456433666,-1.60153158271419,-1.35857569128293
-1.68717173128196,0.525179569732824,-0.746673974640893,-0.948569858989749,0.984881213287582,0.571427793193654,-0.25831790631995
-1.54922936010824,0.488539259703411,-0.738790190763573,-0.655230930561561,1.17595711509087,1.65122917707479,0.506593246684303
-1.06219524739491,-0.15950085065583,2.14106397422001,2.02803359160607,-1.20829259087447,-1.35466784887432,-0.949866429839293
-0.689007569175303,0.519666619514102,-0.714545650849539,-0.912911193423586,1.58173098353498,1.49610427314583,1.71265327234997
-1.06713294610293,0.330429537801846,0.26763937617359,-0.710864312354693,0.635275254431384,-0.0845277059819148,0.235848509128575
0.285048543026022,0.609109529807625,-0.71976073744101,-0.959670415064465,2.23737329274191,1.5112828106991,0.308170466767636
0.722620574733682,0.294114096031844,-0.764298500239321,0.026244082495287,-0.206718743857719,-0.362962941528375,-0.473714311154236
1.47134371120573,0.574611614641113,-0.763053192721137,-0.907699890127426,1.40587821243214,1.02192690820974,0.47979863373456
1.60330759995682,0.194852316150897,0.378821204976532,-0.583739636930788,0.360734857033096,-0.169284654120803,-0.395489927576098
1.35817478105932,0.445077093541315,-0.477899373916064,-0.601767543965336,1.47201979373082,1.15185515260871,1.29084308147315
2.78626221676547,0.33972356215251,-0.478411764556675,0.46973474719542,-0.388345819725995,-0.866192165378657,-0.437380507804827
2.12708452706498,0.0827048499432323,-0.170622075281166,0.328887506484846,-0.457637176541677,0.18589303198316,0.735795181451957
-0.571675507801157,0.593440013030309,-0.715141461547166,-0.758471861233694,1.584355813153,1.82046977815125,1.5434993481907
-0.798437067149702,0.499681373176745,-0.308851045815901,-0.73593919711939,1.54866029300882,0.849498712340401,0.209746045650703
0.00438343956395845,0.432400062438125,-0.480159152906271,-0.510777693897778,0.264409337098208,0.398453238527807,-2.93650109779355e-4
0.789861209569477,0.615163172495269,-0.761520585230602,-0.873140913030912,0.823201480840874,1.33460464284333,0.657527591741353
-0.259701526672922,0.539531879665053,-0.544181258941872,2.19657772242625,-0.656062120684106,-1.1358540459479,-1.01846478507664
-0.00440286646415821,0.589009579694584,-0.696962548969498,-0.814163186699896,0.547611191644656,-0.319248679261014,-0.741123556567155
-0.565600112314475,0.583427203506367,-0.511972928333314,-0.237055185308101,0.0218899386745334,1.20467639844436,1.533057085771
-0.490916662354648,0.613503740898395,-0.740450051530837,-0.764195121475777,1.74288566995953,0.992784143900196,-0.0825568493023613
0.619024778969474,0.316554154094815,-0.229703238317857,-0.701487429739385,1.48041872786789,1.78813941904885,3.47596449795467
0.468931619242855,0.103068543277332,0.162755280303816,2.59323344117918,-1.10330581403782,-1.3677820812333,-0.96195925165454
0.655222752373415,0.180555848846299,0.442000731407744,1.45895631106238,-0.90278108629952,-0.943390185140374,-0.45836080978516
-0.169987072028026,-3.96237549165012,1.0502831560307,-0.886692245946817,-1.48965715980533,0.78878456212734,-0.517528096373065
0.25249338523721,0.604730788633971,-0.721347125609549,-0.929386438948417,1.17490722329294,0.184678721186165,-0.625933559766535
0.443008220563093,-1.66395519518795,1.46561444922432,0.662174935411206,-1.2334894433473,-1.0915327440851,-1.21776477718529
-0.0971550176421613,-4.16875258122449,1.15698347105425,-0.793090576308157,-1.57259670950136,-0.430021709321605,-0.811715459783677
-0.44195066930069,0.422809845771963,-0.423970005081359,-0.410046593579344,0.559684646951298,1.72681799763424,2.34826996752145
1.03510275945942,0.391894914335311,0.857199906697499,0.157497731872001,-0.758949214048083,1.18767651049866,1.9636132194824
1.6059455310084,-0.148499475696736,-0.495901919460067,-0.132203618516892,-0.177847420276913,-0.352641531360029,0.605415887869457
2.26281207685921,-0.435774704577649,-0.155863591342997,0.722678277199519,-0.680209131420592,-0.834711800673534,-0.410046988808721
2.5277680794848,-1.03141594177797,0.847992448321042,0.966457611589032,-1.16209840305895,-0.905747361054934,-0.41998184521952
-0.902468676405196,0.54948318683558806,0.308276676702646,0.253298391746318,-0.76104889752076,1.78024674627754,2.88963344248303
-1.15802143841271,-0.252616545661493,-0.482007322417959,-0.177377594999545,-0.150025788247665,1.38484579669377,0.381308871323695
-1.17384207798294,0.556646135774897,-0.533389909179812,-0.592298192776186,0.220577405828041,-0.320462990058009,-0.3902228233386
-0.0821748342850299,0.306914886471952,0.219886498185388,1.46647803711444,-0.92797788871075,-0.934768763766606,-0.358195373084007
0.124335999788903,0.617381407683546,-0.751342522324277,0.503108199215832,-0.376797310318317,-0.655605127026837,-0.728514070286047
-0.734088760461176,0.523628050240705,-0.0854152950080553,0.435279267460496,-0.489920598404156,-0.801592243775829,-0.899263322356266
-0.307178955733887,0.505573525022309,-0.639182685924261,-0.32047761642178,1.18173141985631,0.649992057355807,0.14360809874509
-0.204018679374266,0.28895619927666,0.522536877173596,1.94807045655361,-1.01642922016114,-1.15719504288148,-0.770096248120948
-0.395136267776024,-0.0591995678077652,-0.194648786753365,-0.0809780704037659,-0.363149017314771,0.563535120422348,0.541718555353117
-0.409250140705573,0.614527019318297,-0.757232856455235,-0.755692529380824,0.235275490506335,-0.46678408280724,-1.0739352868623
-0.607328934300898,-0.807147421416265,-0.474725010640675,-0.72327103343936,1.6179515497013,1.36253332796198,2.33857136139164
-0.498347364253349,0.45079303925779,-0.384136118519269,2.77819731781812,-0.884145957440579,-1.2973536762504,-1.15390175021512
-1.48183153774797,0.452321542531765,0.125877034600034,-0.664055631318555,0.820576851469231,0.247821492993216,-0.284654278859812
-0.259411081567475,0.431320186760487,-0.220732974320375,-0.355940196174387,0.431600851299289,1.87313932198957,2.61987563515518
-0.434761953554945,0.588527748373709,-0.75680234257413,-0.511345096411271,0.0525985228401193,1.26824416745005,0.581955383614926
0.0708978158030214,0.514006516425258,-0.330113733940588,-0.449527178808886,0.183831993885937,-0.180213219687643,-0.303975933597127
-0.012983526015312,0.501040461992558,-0.546383569606184,-0.391744931305608,0.162047389879588,-0.135284878229398,-0.242420603628418
0.734142018964129,-0.208074126506707,-0.541436067262271,-0.462055201090619,0.483044347919676,0.395963936134882,-0.420539481017889
0.161374871141108,0.0792524172212186,0.0867407661177698,-0.0267560950155798,-0.553437550331207,0.336464096718816,0.558794768230592
1.30211669123696,0.611828084754304,-0.674246013763685,-0.829589104169813,0.466246479645523,-0.30832011369418,-0.676265511521652
1.24452158088959,0.0117160415077279,4.01055652000647,0.881866531145998,-1.4308645457534,0.119714598986679,-0.92405044643188
1.31009194003986,0.599669484531997,-0.40344010158938,0.837509829599363,-0.548975660374774,-0.806783347160988,-0.962728235677254
1.73848085320719,-3.14760363314552,1.75671293297698,0.169706429757885,-1.46341046559617,-1.33438928703581,-0.859689059071678
1.56066667231386,0.384282205854513,-0.416782401782246,1.96801273221241,-0.759999105846022,-1.11921835859885,-0.561182678699844
1.15359837061648,-0.256211980788052,2.34136521143111,1.65598336127428,-1.31117963417686,-1.2244966496735,-0.533052293891107
1.51299837009411,-0.871609056774379,1.03200873621592,0.161838835972289,-0.784408439347204,-0.258534529047954,0.115874444137941
1.11107385652711,0.544292463670919,-0.765814367845,-0.902644080363977,0.881994220046796,0.034107656450509,-0.386477511451613
0.538243182346724,-0.978422420097771,2.3362555239922,-0.993355310460589,-1.37102211499593,-1.55065310677037,-0.36690747466212
0.284784396290686,-1.55112290216166,3.78600246435318,-0.993355310460589,-1.48860729303819,-1.66236715242665,-0.888670689825294
0.588945339819017,0.0438829042855435,-0.209411544845373,1.06229848864167,-0.942413550501152,0.00247558974804881,-0.15632376474109
-0.551767228937419,0.577877653727643,0.246017066669323,-0.662377770639103,1.50719046809922,0.495413743829459,1.25743771741755
-1.13920225093691,-0.0804050510219483,-0.176255283088009,1.83276718758838,-0.876534392090356,-1.12371116958407,-0.295348328741134
-0.015464268332191,-1.00545779817401,1.71193012640609,1.41371631653471,-1.2896573529352,-1.17786820361764,-0.665226238256757
0.2143225790272,-0.222023463963842,1.22398595302657,0.870098366044156,-1.18204589666531,-0.403762788401114,0.419000156017379
-0.345700776806699,0.515527096083151,0.0985336220658852,0.652723403525679,-0.600419156995172,-0.654815813428483,-0.532421867465621
0.310415281576253,-1.51309860052303,-0.34166270920966,-0.573358778863192,0.13711291023305,-0.275109419795018,-0.52715391187576
-1.18635304165467,0.482673142596403,-0.625352730169197,-0.270379077390305,0.0756957419018672,0.058423749577641,0.081150760946803
-0.881349868921417,0.538902518159009,-0.594104222167161,-0.394027782092139,0.809553287960518,0.634570565000698,0.707234438023256
-0.00276006912623463,0.548364070392582,-0.478209588616345,-0.243284021886085,0.169133909207653,0.397178246931877,0.140955923293379
0.341661816493251,-2.97264981271105,0.680143464715894,-0.351042424453584,-1.22351567151332,-0.871079633163044,-0.845494886784178
-0.837770240744661,0.584724789968775,-0.749023009653738,-0.922624307117783,0.477795089176403,-0.362962941528375,-0.805278384560054
-0.6800342324792,0.207932319729175,0.044035113676703,1.19266909252767,-0.746350812842476,-0.903926010662499,-0.302241090317545
